uuid,KMeans_n_clusters_5,GaussianMixture_n_components_2
qUt/Foe2PaKFYrl0y7qQdNggwtk2iJZZdBdrBDwkrSU=,4,0
qUujmP3gcy+afnBo88aNjs4cMGcjcAj+LspsOMTU5NE=,3,0
qUxaDQmlJbPI+AriCStub7/r76EYqtU61pDytkVb50s=,4,0
qUxtwsDLTy40z+Fof5OyRzlAZaJKlND2MAJdq04UNiE=,1,1
qV0bfEdg3elCRXt0QIxa4oXc2PXOU633mPLhstu60Zg=,4,0
qV4N4AdYjw077CyqZCvqmi3lUQanjO1l+5JmCzF0zL0=,4,0
qV9ogcnV4z6kRkegNhNONGJGxoWOAmUZFO4/FeCwWAY=,3,1
qVAoh0AsmvoDMyIHTE4JP3i2CKlocN4NLOAEI8c/9/M=,1,0
qVD+QJ334yreXOuYUBf2SV935ZIvxBVZ5Ywo6jd00jI=,0,1
qVEekNeVVuEgoUwvrcnIwbIrQ9ZCxygeh7ZRIV3K0gg=,4,0
qVGkOHpZoS+RZ1k91PmJYGnUw97f7hhfOFZTYGJAglg=,4,0
qVHye4hBoVMJDoWdw7Ye/8AgIu+5oGn3+e3sMuafgTo=,4,0
qVIflvg5napFEPrTayCme5ME8jWy+58eo6XzTlr0hbk=,4,0
qVLJJqMM69B3LQ18bBmfg5VZErgYPoJVAbMb/mNSIs0=,4,0
qVSruWY3z5dK76/Tl+BUxXhWru1v1ZMd3W3q9omZof8=,4,0
qVUZ8++/adJYjgZo6UdEHZVClYeoR/AlWImcfbezVpk=,4,0
qVVfVdMYyggLNcYqwRxb7fNfLkBqC/klZmHQ2XiiiPU=,4,0
qVXyMtnNO2if5S7G4ct4bGb/KAPaUM/V7LjQmq9XKxU=,4,0
qVcKY1C/hLBHXUTf1KQwM8on9NSRmILzm+CnllEinPc=,3,1
qVfh9DyFxtsrciq7JiKL5K1ze8Akp8NYf9fGkzMiAqg=,4,0
qVr3ycra3ENPcNclVH9kAg+B210o+A/t54b6VAyVQBQ=,2,1
qVrHuZk0YqtPM4p6uXQmnmLHZEFSMz6gmUkNXIKwTQc=,4,0
qVsSv8LM56Cm6XhugjOpDl75cO1O15A4yUXN1u98qtA=,4,0
qVxxpOE8z3EyEU9cm0qN1OfvSNn9V3M9uAn0Lqts0/4=,4,0
qW4otmonbi2WEqyFieU3Hobw/kfeDwxfTxwQ1iMcpJQ=,4,0
qW6x8VLKXQxlvTyXkYoOI0BWYNFz7bc/w15I4by9UUE=,1,1
qW9/dlukA+t8ENOr1AIUTdwujN2DgFM+qGIpHsd9pxw=,4,0
qWFD+nDwYMsBjgYnP3jvlhf3D1oSs9E0zLioSotJbXo=,4,0
qWGb655pP0EgIdjZFA5m3XEvLiCuB9FHwwsZ/pO/yUg=,4,0
qWJOhWjeZP/SdlzzJ0YBBU0xY+JgFn0qyyKJlL+SFjQ=,2,1
qWNAxaDh9PYXOCuuC3UMcmPblS196z5QheAESKlfN3M=,4,0
qWPghwt6aRRWhUugVuygKAv+ACxXUkCbMLHJ1tTM87g=,4,0
qWRezXfrDzQg3W8TR5Vfeu8Vg4IRsTvwAae9h/7kePg=,1,1
qWSUtLFdivTluu7XAiS7sGpKzfgXK9IR4bbvP59A8FY=,4,0
qWTnYSI16Tm6e7XupW5Y6iJHZ7Ek8gaJUU1eIUcQRG4=,4,0
qWXJy+2NGV2A5BGVm/Ue7S7tLmYJe8ENuphZi4oVuiA=,4,0
qWXjaAzSB1x+gFvlx5mQ+bk5vFvzQ4/cEE+Ar6wwnAs=,4,0
qWYWniqLDUUt2X7fV8A83R9RaFXJSe8MN+r3L1kpbk4=,4,0
qWboZlZGCiztir9xQgxU71umNc++pUxkFAdyHWYkQ9s=,4,0
qWfqlQIP6PxG+aEav1EDe40pHgbzE/b/fM+BmhOabZI=,1,1
qWiZTOLmD7BBfvytmo8YzpfNTJaCFdRILOAIpLXBxvw=,3,0
qWk2W7edqtdsJ8MOU5YKS0S/FLwjweUEkGjLTcxt5pE=,4,0
qWlPuno+eXxldzvGJQH4vaGFKu3LpV9G9CVq8VVMzBI=,2,1
qWr01YFoU1aDRgaJfDeBwRpYGj4V3KxKX9mAN5pIbEE=,1,1
qWr4A+yqIKStJ5x3QaIJjRrJ3+baLvFhUKSnHjRBrA8=,4,0
qWwOne/3gYUDHbCk3cMVaApekLlVUKC26w8yLWyJStI=,0,1
qWyT0xNuWoL5NY3o8iS9gHCEceA6XOb8Frker2rpQPU=,4,0
qWyuIyoDJ88C9VFkKxxiZICbjzTDi6HzhB2TVjI0aGE=,4,0
qX3k9UC6T3OtkI6j13ruDOYGjZGZLGfp7epBB9MIRxo=,4,0
qXN1w1yhIgs+Pb6Nc3UCKdluoqg3Q1lA8iJWtxdA0ts=,4,0
qXWmcvPFovFg1RE5W0SBmNYjTf9EOpRZLr7sBlB4UNE=,4,0
qXZGwul/4EfaxPQEHZuY3RBTGAy+CPb1IDJjtUS8ERk=,4,0
qXZwn2HiH9h5Lt0NAw//qG8tXbI9cncbVWxqEGPglSw=,4,0
qXedXPe/5dUFtEatzNWb8340BxmLE9MUAThST79itbg=,4,0
qXgvSlCoAvkCuXGaeec5vsAcCPWV09YsXFxi+QPLoRM=,1,1
qXmaVYdjpQKaybT0Hjpw+0KOyabdG34WP8kujMnnXhQ=,0,1
qXtkiz1N3/Mhnrj4RTg38oOpxDAP584YxTAXynYW7Kk=,4,0
qXuQRyGX3vx71OSf237BVA6ZIBSvXCBAgc4QZXoG6wo=,2,1
qY17wbR4A97E0+gtKTTR2DMJd1AuH2Fe89hQ18Pd150=,4,0
qY5n1esjT7zfBq2fAX01VsYyo1Ik8fjJuMdWaSdvVfU=,1,1
qY8vdP6ZqT1JbVXo3JEvSaU//ZHkyccCethhTgZIMaE=,4,0
qYDNBHgwgKDldO2ZrSsvvze1QHH6BKSO0wC8ptDM/qw=,4,0
qYETN1jCwTWcwuuaFBW8cJ96xUzmQE0jTyzwxncXczg=,2,1
qYIFA0zesAFn3dZdjLAI7rjYOVJk6Ik03QDCCb448Mc=,4,1
qYJrqQXERJZqC0HSXfJOx4WLRch1dJN89lLe48Mnttc=,4,1
qYRQSUjytj5euOD+DV2i1wbJELlvhjQIG9xYhGo5TcQ=,4,0
qYbiWfLzlihrzruH+wtqEUoPJhuNRVqsD9KEqsUw26Y=,4,0
qYc3oTshoOq2ZbPgpfLkkPHXhUV2GYGKdP+8VXL2i/M=,4,0
qYirK+A/VdxRywWdtG67KgBiUQr9HXFhTdf0GwzNI30=,4,0
qYtg11eyA2sTY+DK3u76oa8Gxmb4GPkxjlV83QZMcMI=,4,0
qYwddMqSsFaOge3KoQ2jALZXwfzkvR089cmka6K2cow=,4,0
qYy/JaOa6G1VyYVl43Vkt3UnLJJLKyc6V1nT+HQg3Eo=,4,0
qZ2TUoSlP3BfKprK/QmVYfpnF1zrQONjB1gKjUo2Jio=,4,0
qZ3tXOYy7jFiRS0aNGhFSNJcVUZAKh8E+ykVhAqkyLs=,4,0
qZ7KetKPxPKcivF0gKXtoU8bfwuC9beHCGL4wue3qe0=,4,0
qZAMrnXxa0z7lqu3LSSIQ6DKb3Tk1xuBmxdx1zuMCmU=,4,0
qZCCr6eh80xprc8W+7pCJfYkW04okgpvCTnHXI/UC3E=,4,0
qZCaBGQJKdAHQW1HJbDV6JWBH2W9tga4WRfO62pv0fU=,4,0
qZEand9br8xGbmsEHOJKxgLfrSwZUToyrjWj99HWSu4=,4,0
qZEfU1ubZaa/8tQ8hPaDL4lraHdXPnTZbYAvvRmnoRQ=,4,0
qZGf1dSr+9TIaXHteqmfh5VxF7jv2DcFb4mYawgihKM=,4,0
qZHV6gQrtmPLIbLvvk2ullHY0czI4PvrvqEnboXiAOI=,3,1
qZIpprd13Gaxc8EcTelIW+xQiFQXTsX79h5Jf7JXxvI=,2,1
qZIyPutbEEZ3h+a9Qv0WaBEJJD+1km6tutR2WygNhHs=,4,0
qZN3hx3vwLG0OhmxR68JXPmgMwxPis+7J6nxCR/2WUY=,4,0
qZRZ/7LgftkDv8Qo6hFHsgi93n59MZm4ixk+E5Xh+/M=,1,0
qZWtMoBKTWWqX7w6qezwNRc7hmvGHJY0SGsOEGuxpok=,4,0
qZXZ/2797YWrSiODPNIODVp2xAG2vvLYdOwW8DHfeoE=,4,0
qZZiKOk3impHHCKViEjekIx5dSmpYbQ2Lmspfpn8g3U=,4,1
qZhd6AZGK4l1FGHAVAO6PR5sUco/lDwZcWRTc94/8G0=,4,0
qZnwbA7wey9h3zFszYGRVydLGUGm+5Xaot3r7yhI7sU=,1,1
qZs4ZRkV7kznCC3mfiLzxz59vtDg3b/6LFc8mk6Tonw=,4,0
qZsnPWYmbrOhygZ+zsf84dJCP2gHOyBq9Zu/PV6AxO0=,4,0
qZxkKXUSLqSxcC3A4Ciqtk08YuAob2s3aq6e5DgVEmk=,4,0
qZyd5ZEs9dK8Zfkr9PnbrD5Sa/NDP5l+i0OmnEl035A=,4,0
qZzvpGZ6LY1Ea/z3OCUyql7bbbEc5gJlTkCAZhob2yg=,4,0
qa1b+Kpdg3ZuW/DxU8dgNooXrZ/St9j7mqI3rnOXtxs=,2,1
qaFASsfzt4aWeDIpkbB8SOVyta0RzT7PDTJ8ZthMsY0=,4,0
qaGAkogQFGz9BXa2XykaBZeV587oyfB7rRBD7hfaKQQ=,4,0
qaKycUhM0UcW7jq+hmuNbKGZF3WyJLbPymmHcdEmQpo=,4,0
qaL6VFVtf4QcejEK9BGPELJmUmwv9bXq7ZGjkh/LAu8=,4,0
qaLmYAtBD+8eb0C+KctWlV5vGv/U3+ViYWgCeGCUEuI=,0,1
qaLvWbxWmjGwkma42lsix9j7AHI052E8a3ja6/I4LFQ=,4,0
qaR5nDRjYqX1KUS+1E+i6GgxzaJG5NlZw4G8GiJY9mo=,4,0
qamuLOT88ibRTruzQ9D53UzP1cV43g9jyvNqad8Y/b0=,4,0
qapTb38T6f67xy/oWIewp+sBHkDvZ3ovSwyq7kYYUsc=,4,0
qaptWbOggLOHgHM8sFjRZxQV+ss+sFNZlIPwvo8hBug=,4,0
qathVV4xK95AQYtpqBboi55n+0Gf1sANs7R1qt2vXu4=,4,0
qaytv7sabCDQLjZoApxDML9ye4C7bOReKG9OXppvTRQ=,0,1
qb0Deg9FA7S+3p0CdLrbpTw3tESV+51KXlh/vctmJvw=,3,1
qb4Q2fmg+MQ+8Ou7+3AKwLthr1tq2c41OLxt/YUzSh4=,4,0
qb6fX01gbABZPfLX6GUX1Xh1gEUyz8177NhLR9PgSuA=,0,1
qbDUcRr+m6uT0TnL27onYxupiF064ScUzbJ8DAUeugs=,4,0
qbFx0JT8yIv+ckcO5sLIFDVBa/8n3jhWL8fqFriN+0g=,1,1
qbG3OD+AQjkdDdtblgyVxi5zLlqu/WrSNuE3eLCE9u8=,3,1
qbLA37d+diakxoDdm6UmiuiZV2Tre2EjeR0kBVkc8iA=,4,1
qbNAoRMdKBzFiJ06P/QSlEJiJlk+C6psFbDv4O9oBwE=,4,1
qbPtuZMp2I/uGC1RNHQ+lPNz5e/whJB4E5DanybJ/Nc=,4,0
qbSZnVW6R03dzclPj57KjL7fKumWK9xPgNcFdQcVgwA=,4,0
qbYJ+UjfFbQ46O13rCpobEztqSUSm+TTI0honXasGHQ=,4,0
qbbeEbks40RtbfySmxxKuzkbJgE5HBB9hEpl+bze5TA=,1,0
qbgMJHys+sNhc3P9pVQ8tPdO1yGloCDOT+LkQ2aad1c=,4,0
qbnfjD2WEUrvIpfc8QHasw+dUGFIA6XSuFjwPBYegJo=,2,1
qbrOgvY+ck0BJVX5gEXQRMuuRnOiANq95wtTIT/4ugU=,2,1
qbs/acXErPZvZrZr/0knNQwb+XswRN8RtrsXctodjmw=,4,0
qbsdK5a8QMGBxCN7TSBAATAXF+St7ai42VmBsxAMg5M=,4,0
qbxknaURMgKyZGTA4QosrBbD5/FiErweHIB/7kbAV6c=,4,0
qc15JdANOAp3xOeakESnkxaQ8L5OLJfY4ggKuReGDu8=,4,0
qc3CyEMUwsllE2RBIbyl+5l2EbTzgezXlxyunwCQ0m8=,4,0
qc5B89C7/OvQopekD200NUjSIo10gSUli2PFgXF8T6E=,2,1
qc9fpURKMTkZ0h7Z2FDGvexF4gRovmmdDXC8bMFciNs=,2,1
qcA/hxVNIEFBsS+Ru20o/lif8V/0Kfb1ny4ZPitBuIE=,4,0
qcBnHkMIjgs1kKqz7xg369X9QsWfJ6AT8RfGLYa5GGg=,4,0
qcCGTPs8Ikev4uRayuCySJuE/pDjGDKUTf0QP5h9K+w=,4,0
qcDHsoTAxfEIfi/hTfEm59dnViOUMKpk4/RBjPvpRpw=,1,1
qcKOU+IA378a0yKfZVX8CDLqtKyL/EgoWVHG+f3GAkw=,1,1
qcN2Uxc+tuiedArUjtaIyA01ci1266zw1fWeW26Zc+0=,4,0
qcNGKWJh2gpomST6e8IqEHLosvqp4AVo64LTKs7TrI0=,3,1
qcPezg5R3Hck5vLfg5aNoPUDUkTRmHb1tWTPQcAOi8U=,3,0
qcSeJe8zYIUmymEhDxLXzuloZi4uzNQ+80veqxIevUo=,4,0
qcT7BsqS6ea+ZsolpL72oQn64T93jVNEai6GuwixigU=,4,1
qcXj6GpzKPxqpn7R9mxeBIjfw0q7Qo6VhbMg7QouQ4g=,4,0
qcd9DlD8Kf/H7RgbL7Jj108uWyvFGC0n/6GG5gAJbM0=,4,0
qcfvprYqxcGno+s5VdSqDsb+/HelMP2QRSBLTHXpx6I=,4,0
qcgCxU4/88V1uwbHqTHGXMBmyJhhD7FGdmvOvjQb/0I=,4,0
qcgxYeiQ5y3TtBG0YF8WMElui0otULoN0WJZvuyIQKo=,0,1
qck8iEEp9LLEz44EOCYyCQhaXpCY3xjcJqARi2ghVis=,1,0
qcn8ATx9jXpzZBYXQWYuG6A4Qros1udmDoH7HT+gWyU=,4,0
qcnKi36lWwL7KiPub7vOrzfMptnq0nqxiDTok6rjhsI=,4,0
qcum8/pNdbGmQKjhhXGFpQoDeivbS6cBiM0PeeN3QbE=,3,1
qd/n8Pl3QYQYuVvmEP8yotzqNOAPFKH1KW2a+KTvTOM=,4,1
qd36oLHlHXxeVNbEhGchE7BAYFGIMhS8xq5r64xwTXQ=,4,0
qd3GNplfOw4WSv8rgk6PUyluNSJ/hLeG9eCbor+DMEo=,4,0
qd4YDTv9Dr6Q6QtfB7AisRVnaNjKUr23P4hwBBYhdAs=,4,0
qdBXwA7Xk5/xrPCenRuIcHspUdMfvLdYE487vF/h20w=,2,1
qdQMfYoQguvoXu6TLhppyVf0e0ZDuPkKI7um/1vbh7Q=,4,0
qdQeSStlX7qC4ofnBSI59u94UJZ2xiYqs8nQ1ykcoR8=,3,0
qdRItPArcuHoXMCkvW4RUQxbKjib98bNJYcOQgcdzvU=,4,0
qdRpO/jbU5wLFoB0zK6NJI0XLlUsZwu+KMMaqUi5/Sk=,4,0
qdRuxyOH7DZbnYi+LEQBzonidOiAez30Hwi12LnLPu4=,4,0
qdTFiAxVRwkEJnLK/nvEIvba/Prn3S324ZLv4ERgHIk=,4,0
qddv/pSdmSPNQpVfA8dd0Xlxbm1EenV+ih9tiiTaavU=,4,0
qdjsDT2lyND+Cik0+gY5KC9ChMQwgBBE5MuwaQiy3UU=,4,0
qdkBTipnRtois0b2yhqiq8ySnjr33S6Xt7bcqQDz3Mw=,4,0
qdlMEbzf2elsDtSYSwMWA6yLKAm0pMgL1G4joygCnHE=,0,1
qds0FM8yAaoIJ6XbTyf26Ze6Ksl4oByfiA4WrAHIuHw=,0,1
qdtAiFTnw9DcYYuhtNKiKVomK9nvv0THGCBvttLUl8c=,3,0
qduvaDw3+FVI89LSv2o3QFEX05JPI9+OQWh4TREWzLk=,4,0
qdvzbfA809jTTg79OYWpm4gRad6+syYtqKGJ8QLFoJw=,4,0
qdyyr646TnSK4WAkkwZ8MQOrUmO58lGqZ+9VbP9T+qE=,4,0
qdzqosUlGScwWeq9huXfElJYbcGzsWaRMi0vKVNtiT8=,4,0
qe+Vrs5N0YAjXXztGreuypKIm8j8lBfu31BffIxT1Lk=,3,1
qe/7kUWsczmUico4VMVwQKy9uJJ6lsG1G2/xZKha49w=,3,0
qe1U4Mt14Zzq56AH6BwodvhB0L6OuyCP5j4nOXFK/Z0=,4,0
qe8SDq4IsVyAoJc0ULUh295aIxmrE7w4zTKmm75FTt4=,4,0
qeEVx24+mKG0RjuJQ6lUxz0o/fc5Y+ZWQbf5oKSKsFA=,4,0
qeG3ixGWYn1U5LsqopwRU9Xc0gFL0GwD87GcuGAPJBc=,4,0
qeHi3wT5zaH0HLp9Ts9Iqq5hEgS5BueTLanHvTsWO9s=,4,0
qeIrJSX0IfblM/7X/L+L6Bkx4lcUR1QN/8YexTGtqos=,4,0
qeOgff6M2JXdlHBkoooldcOioYLrpnkKQpuPorGv7ow=,4,0
qeTln6ES0zYkKbaipOb91kualBl2n1nvdL7UcnNnQ2c=,2,1
qeWCMkAc1eV1Rg+Pe8pauG4amenfGU7E6LKPawJESUU=,4,0
qedzLonywChIGcnKwphaZI3ZKyJSQTu8TqVH/dukNUQ=,4,0
qelVDQSEfC1StyRSBOKYbEeXlUc70QpftOxCgY9DU6Q=,4,0
qerccSCZMQeeGbHAKiOrTF3xjWA9nQgOdXHrZK9syE0=,1,1
qessG5m8nUAllnOjJa5uBkCqMXJHRy7lI4g+HtGj/nQ=,0,1
qet3QZko2PTpI7ofKo8OLmgLbM4EmwJxSS/MqIwJv68=,3,1
qf0A+8ztzCninBPX3WMw4z5HQNX6Reyn/o9BTrZJ3bI=,4,0
qf5bnNRaTFTPNJD01b0wd1o/tSwXFufYDxbfjuWMMBU=,0,1
qfCobHnycQqGeGfpVuH3CPmqEQcMLVxEFXROa2VD0n8=,4,0
qfDopEdD92C/vipKudUb2BQ/SN46JV5lYbaVS4uWqoQ=,4,0
qfE7+BEqngApYZALbKsDWaCap/W71LVqkEl6N3DAJoU=,1,1
qfIN3betSrF7i3ihx8/L43vQmwet5rb9xMbdzAI0+/8=,4,0
qfIOazFG4PZazLl1o60nnI8CHwf7L8Zbjt9C+8KR6Oo=,4,0
qfQAtXsJiP18hCrTZnMdDGtVa3CfF4FkG/lxFxa9vXo=,4,0
qfRu7T/q608cuzgXmkBn2bujYrmnXhlv9hGCPxvRsHk=,0,1
qfhb6Ch29SqXzsIZHO8ED984h2Z7a8Rzotf873pmZM8=,4,0
qfjpJ9yvW5JVENsqJPSZhx6D6wwevggKNTanE9t5zSU=,4,0
qfkXg/OptoxM9I3B6AzMZtVjGQQxcp0fodwEib2VrTY=,4,0
qfoDezNbjGJRqnKhMtOSfRVw3E8JQlhEpd5/UWJSzec=,4,0
qfoj+heS29+/P96itAAsWSwY5D6llQoOTaSnQMxIP3M=,4,0
qfp5Ai60N7KHrpOFjozbFJAXeTzoiMerZT17AV9CgN8=,4,0
qfqEfRTr0K+YB1phIVmW3Eh3l7AvQYZfIZiu8afebHQ=,4,0
qfr5h2l4Y87LGo//vgMoLZMdsQFgFg4riVtCinEXC3s=,4,0
qg+w1ppBFp7A5yOUHiCqc8o9zyjeNRLdphbMMnZ0MuM=,1,0
qg2akh57DqdjqCKACa+jGe5V7nDUwLv3h9j1eOT5gns=,4,0
qgGmIZXEdUEHWO0yu0zLWo8Okt9+s8Wp5JpbGVtDQoM=,4,0
qgI3vyNaWLFQ/Nc9V3AHhsvrNTaVxIu+8tPRiC7LBEc=,2,1
qgK0bS1Tpp/5taPcdri/Ds+VSXMmetbUM9IHpTrtSBU=,0,1
qgMhQ35VYnUv/g2yl8s+UfkCaB12Wb+9GEgbLGHz/0M=,4,0
qgP2gasfPcuw1QKSauXoqgBpjkIDnQW9o0YsL3UpdJ4=,3,0
qgPGiBexNyjc+meFySkgNDDDBY4rtYXQOh2QUo0bjKI=,4,1
qgSkZSPlpcR3iR1nnqICJ47H1H9H4XveUBA04qaJVDc=,4,0
qgXSATiH0pWg3MOoCW557ATSF77YJbyfIAmhEMi5kJc=,4,0
qgaPwkZLBxeJjgz+Kzv+HlhP2sJvInYM7Bv9lJiPlrY=,2,1
qggF/3ltxLRvfF3n/S78/M1qZrusmjCJYk2/fcge6Bc=,4,0
qguIYNKwIdUwnyvxWW4ziPPpO6kJonUkxF9p7HqWdjU=,4,0
qgzMOlWIl/7wJyte4Mz3uApCgNOJIMcIl5FlAAbTaxo=,4,0
qh07VArboOOzPz8QgwJCmKyyd/fhPxXTxfVcom/Tpd0=,3,0
qh9lEGGABxcQnQ2jEdjEqwd+uGDeLXykwbSen7dneZg=,4,0
qh9q2huSzeq5wHxwlchY9HPIRVr7U16PfjNTQkdBJdo=,3,1
qh9yuRFgo5t/PZ8V1Ah3mWqFaOzrfqZmx4yJTK6k+KA=,4,0
qhASfeFcWhbbLuFNJ/5OKmlOm5MNNunWvibD47gQwlY=,1,0
qhAnkpdr0LwN4Ce9D9o96SgAAGX0iW0wWWwwgQnjhBE=,4,0
qhBwTCJx8xMolTCTpDWyx5ygj3VvtFA2R/zuEwNavE4=,4,0
qhDGhhIQUpRT51+LDBEp01j/UVBMUfOz7bZ8zRUwcas=,4,0
qhNUvHRtY6Pi77Qr0XYJx/pZDeMTK9oi1D1Gv2wDfUk=,4,0
qhNemBB0AXf214neCk1qflYMzgHaWKex69fmKaBNNkI=,4,0
qhU2tbqtFaJhjcLGjGVgoH4AWAXEpvReR20seKbzQM0=,1,0
qhUa521SxWxqQmss5LoNILVOVbJO7z7nFsXbR2zqvF8=,4,0
qhf6hvakwNC0nCdT4DiM2R14uGCOwe6zXbzma3kRhxY=,0,1
qhghxlJz4uyHmePs+dJpzppdbXbwi4SxZIBZgveeBfU=,1,1
qhhk2+6HfklqWgDDqIoBhEPyDDby8GMIeF3bg6130c8=,4,0
qhhlbzyfjoh/10pU5kSL8u7ia4TLGakRGvdEXUbPED0=,1,1
qhim7hx/Cy9XCOT3tNs51zS9OKe2GJPMU0/xpFEr/NM=,4,0
qhnI0gl0HPjQbERIrJ2z1mMLqUzRaB+CgT6Cf0e5aTI=,4,0
qhtyMVT1nOgsXQN1wg0looAD12b36AhQu8RqlRgwSSA=,4,0
qhwyDD+PcsL9F/Jdc2Dj4ElQQEVskvV/MJ7Nel+/BLE=,4,0
qi+bnEpJFVewrUOGB+TwJHCdlkIxTDH3kpgrR3JhFaw=,4,0
qi4HM9CKkX6E1Bh68gqMOLte4/Aye7Ajug7whwaiF2E=,4,0
qi5jNNWWGtQyFYlI4Tl7lHJ7j8W8AqM/lj2bpxbHl/w=,4,0
qi5jsE7Y7vgQoYZgSKvTn4mGy/ajs4Be0vaojxDkiwg=,4,0
qiB1nUQjOFCB9YwJfWeWRi3/B4SBnRIWUovpkqjYis8=,4,0
qiBkZo3RXeFwE2+90yKwQILZJRtQ+aoeoq+GdFcUj/8=,4,0
qiDeetEQBRkVZlj0IfBZ3pbd2bWnmyTmBw/++EWXmnI=,4,0
qiLSGViN+KOzbLjcuGq0BUvIu3eVjCwNO4GHaVzVTkM=,4,0
qiN2MrRlVMZq7WHwW4l1KzP2wK4FknkRXEILcxWua/w=,4,0
qiUT6ltsjgPk7T0TbxB50zAx2D82lGlmnrRLKSKtkQs=,4,0
qiV1TZN3rWPaPN89qg/m7yT5TrL3CI92035QgaBuO+8=,2,1
qiXMdTUXk89k1YOqRfCnhdNvr6QsbsmQlUIf2LL+OSs=,4,0
qiY7HnN3ET9yWfTk/59MCxxviBo6iMiiYLLVxH/io+k=,4,0
qic5frkCQR6W7c4WqRHh9Wvuvo3lyKfnu8smDR+j9s4=,4,0
qicxV0oiX8Kvhk0uzqAw5/XPeQ4Dgm7V/a8Wef6TQPc=,3,1
qijKzROzz1LmCaCxHJ3mOBOtjW/q4kW80tnpPmXHVYQ=,4,1
qilfn4+xGga/wMuCQVTp/hFJKcTkWAkoMYn+LtmWIIY=,4,0
qip4I0gda4ZROxAaPOibjhIQrmEpiMqWLM4TduLQHJk=,4,0
qis+2aamTVSjA7wLgETXRVRaZE+N/Hf6dTgMB1D4ixw=,4,0
qitctfB1AF3qh6Vkg5bZBub4AjG/ugzlD1hHYP3x49k=,4,0
qj/3qXx//ch6knFHNI/PKBOWEui/T2ab8k9wiwaQF9g=,4,0
qj5EiJOK5veNF8qD2yzwQNDtkQbY1ZAalWhn4EMfRx8=,4,0
qjASxcM+95ZFINA4sbhVIHev6SJfYW5NBQYBKj2/CnU=,4,0
qjGEcb9yeapSqYBsrEfM1ztv8R+mcyU9nN406mOpK3M=,2,1
qjLBnVtTYk59SAOh3m6gDCmC4XL7NAknmqLDrUFjSSU=,4,0
qjc/shFsF5jTbePDO+PqS8pzboYr9VaX2zbMSKyyDLc=,1,1
qjcX6Dw27HZjxF3l4Titm/IhMHXP5IvbCLinJMHqhE0=,4,0
qjcgLcSGxjIZgd+tT/7dBMM9DxLGeZQHFmq/Vvs1M60=,3,1
qjeWPj0gFoCJHEDGeDh9kSBt3NRZqOGv77QfgvEpfMQ=,4,0
qjn6zfJ/cSqjhKnNh8C+Cw9gFADLgnHIyl5na6KOPUw=,4,0
qjpKcdGE2EpYn6aPxc1QNHjbd0QbGxmBc0RdWu9gR78=,4,0
qjqr8o5r09mO2NOECBnFHAu9PgSFgyq7duKblHKxw6U=,1,1
qjrf+TYfSzO4AIbYH144CQ+KteB8tNEsvxcSg2b/3H0=,2,1
qjsma81Y82QtTk5H9rOrFTGDGvDux3zJTPqKbQ++YHk=,4,0
qjsrcVX3uIIUpdHltg+UvJk28+ptX8LRCS4fL1cFcJY=,0,1
qjvTSHeYhA+06TgFiGeT6EiL86Rx2AkmcH1pOMLBO8Y=,4,0
qjxD4r03eFK5aRwgvBERZjLU2HjDh9My/aFpL+nYvuk=,4,0
qk/Vefi6RhyOc9IsCnIiViEBvrIAXTduBrk2FtLv6n4=,4,0
qk1h7TVqsZou7Sma+GDJg1hclcGm4cjJ9Ozunr4j9bQ=,4,0
qkDbgsjkVblYLi5zExDaL6c2UFeaXi238AYhFrdvurs=,4,0
qkJ0EyY5fyTdHIIQgoPknl9UI3Vyax3l4LSsiEdDzjg=,3,0
qkKZ9lRyYWTaPd0FwK2fzLnT1hl7z2rG+tXRJtGeLM0=,4,0
qkXq2lo6/oqdqkEcLJGbiqvb5SmM69q3m/Gh3PO4Y2A=,4,0
qkYNjziZVvFv2jQqjcRkNwt2WaKvDMcXJJLaqQQpYM8=,4,0
qkaOkmWl9guh4UK9v6Ii+9nVfJlNhNIJEYEnpD5bnnk=,4,0
qkg848xMAsdLk7saU95gjuaWLzNcQPf08hk72ZIltEI=,4,0
qkj2Ws0Qu/nxZizWjTYyl75Fl7N82d3PaidzCHucDxM=,4,0
qkot5KIZ+lull6CGQV5nyJf5dnyNUllJfSZ0drnzMxc=,1,0
qkqMQFLe20Tik8GNQC/bohygDX62hLNAP+r7Q8h3ef0=,4,0
qku+B9D33I9JwyKa+rmOZVlFBes4Gg/MD9RFGF+qE2w=,4,1
qkw5WCqfRhOJ1IoppFfKgXpWeS7AyMClKe0PoBSjWKc=,4,0
ql+GpCP7ijMe4m1QS5NvZtEAwdHgWjWu/B7U22Zzt1k=,4,0
ql61fwkCJrqu6YFqKRY0KYF0m0B/sGBYoA7BHBPGdv8=,4,0
ql8QEngbhYiLRJN4vmQySBKgEJBcDmKZrNqxoPNYgmc=,4,0
qlDlvlT03e14gy0MZ6PdH16YxKagcT65ou0BFqswjG0=,4,0
qlLY7FxEmvC/RL27oT+E3mk6fljxJqOttlZ5fe4BYkU=,4,0
qlNHvFqaIz0qIsVRd8gU+FbOXlqYP3qa3uLK4K9fa8k=,3,0
qlPCEYof52nB33U1gWnRk+dlSm1v+eZhhVnn1G5SDNk=,1,1
qlPQXW3khNBX4l/MOJqeZTLnpw8ROmsFaRGrQwkwgmc=,4,1
